ano,mes,sigla_uf,admitidos_desligados,tipo_estabelecimento,tipo_movimentacao_desagregado,faixa_emprego_inicio_janeiro,quantidade_horas_contratadas,salario_mensal,indicador_aprendiz,indicador_portador_deficiencia,cbo_2002,grau_instrucao,idade,sexo,raca_cor,previsao
2019,8,SC,1,1,2,4,44,1557.0,0,0,5,7,25,0,2.0,1
2018,2,SC,1,1,2,5,40,954.0,1,0,7,7,19,1,2.0,1
2018,9,SC,1,1,2,6,44,1698.0,0,0,8,7,44,1,2.0,1
2018,8,SC,0,1,6,3,30,1916.0,0,0,3,7,37,0,2.0,0
2018,11,SC,0,1,6,8,44,1170.0,0,0,7,4,20,1,2.0,0
2019,7,SC,0,1,11,2,44,1250.0,0,0,6,5,39,1,2.0,0
2019,5,SC,1,1,2,7,44,1201.0,0,0,7,7,32,1,2.0,1
2019,10,SC,0,1,11,4,44,1210.0,0,0,7,7,22,1,2.0,0
2018,11,SC,1,1,2,5,44,1426.0,0,0,5,7,23,1,8.0,1
2018,2,SC,0,1,6,5,44,1376.0,0,0,8,4,20,1,2.0,0
2019,3,SC,1,1,2,9,44,1298.0,0,0,7,8,38,1,4.0,1
2019,2,SC,1,1,2,9,44,1214.0,0,0,7,5,27,1,8.0,1
2019,8,SC,0,3,33,1,44,1697.0,0,0,6,4,48,1,2.0,0
2019,3,SC,1,1,2,7,44,1172.0,0,0,7,5,21,0,2.0,1
2019,3,SC,1,1,2,7,44,1301.0,0,0,7,7,23,0,2.0,1
2018,5,SC,0,1,4,2,44,1310.0,0,0,5,7,34,0,9.0,0
2019,5,SC,0,1,4,2,44,1255.0,0,0,7,5,52,1,2.0,0
2019,4,SC,1,1,2,4,44,1350.0,0,0,4,8,18,1,2.0,1
2018,2,SC,0,1,6,5,44,1250.0,0,0,7,7,19,1,2.0,0
2018,10,SC,0,1,6,1,44,1408.0,0,0,7,7,22,0,2.0,0
2018,10,SC,0,1,6,1,44,1500.0,0,0,7,7,34,1,2.0,0
2019,10,SC,0,1,6,5,44,1526.0,0,0,4,8,27,0,2.0,0
2019,1,SC,0,1,6,1,44,1235.0,0,0,9,7,29,1,2.0,0
2018,2,SC,1,1,1,3,44,1240.0,0,0,5,3,33,0,2.0,1
2018,6,SC,1,1,1,2,30,1181.0,0,0,5,6,35,1,2.0,1
2019,3,SC,1,1,2,4,44,1278.0,0,0,5,7,33,1,2.0,1
2019,1,SC,1,1,2,2,44,1800.0,0,0,7,7,21,1,2.0,1
2018,11,SC,1,1,2,6,44,1109.0,0,0,5,7,22,0,9.0,1
2018,10,SC,1,1,2,4,44,1152.0,0,0,7,6,34,1,2.0,1
2019,7,SC,1,1,2,5,44,1412.0,0,0,7,7,26,0,9.0,1
2019,12,SC,0,1,4,2,44,1500.0,0,0,5,4,22,1,2.0,0
2019,2,SC,0,1,6,1,44,1295.0,0,0,5,7,28,0,2.0,0
2018,3,SC,1,1,2,2,43,1800.0,0,0,8,4,35,1,2.0,1
2019,1,SC,1,1,2,2,44,1200.0,0,0,7,4,41,0,9.0,1
2019,4,SC,1,1,2,1,44,1206.0,0,0,7,6,46,0,2.0,1
2018,1,SC,1,1,2,2,44,1457.0,0,0,7,5,33,1,9.0,1
2018,2,SC,1,1,2,5,44,1300.0,0,0,4,7,32,1,2.0,1
2019,3,SC,1,1,2,3,44,1376.0,0,0,8,5,46,1,9.0,1
2019,3,SC,1,1,2,8,44,1463.0,0,0,7,7,21,1,9.0,1
2019,3,SC,1,1,2,8,44,1463.0,0,0,7,7,21,1,9.0,1
2019,10,SC,1,1,2,6,44,1722.0,0,0,5,7,33,1,2.0,1
2019,3,SC,1,1,2,8,44,1463.0,0,0,7,7,21,1,9.0,1
2018,11,SC,0,1,4,3,44,1694.0,0,0,7,4,39,1,2.0,0
2019,6,SC,0,1,4,7,44,1584.0,0,0,7,5,23,1,2.0,0
2019,1,SC,0,1,4,1,44,2216.0,0,0,7,6,37,1,2.0,0
2019,8,SC,0,1,4,4,44,1363.0,0,0,7,5,22,0,2.0,0
2018,7,SC,0,1,4,1,44,1739.0,0,0,7,6,54,1,2.0,0
2019,1,SC,0,1,6,2,44,1600.0,0,0,8,7,51,0,4.0,0
2019,1,SC,0,1,6,7,44,1461.0,0,0,3,7,23,1,2.0,0
2019,6,SC,0,1,11,1,24,776.0,0,0,5,6,29,0,9.0,0
2019,6,SC,0,1,11,4,44,1523.0,0,0,7,9,48,1,2.0,0
2018,4,SC,0,1,4,9,44,1607.0,0,0,7,7,22,1,2.0,0
2019,4,SC,0,1,33,9,44,1335.0,0,0,5,7,29,0,2.0,0
2019,4,SC,1,1,2,4,44,1275.0,0,0,7,2,44,1,2.0,1
2019,3,SC,1,1,1,1,40,1524.0,0,0,3,8,20,0,9.0,1
2018,10,SC,1,1,2,7,44,1330.0,0,0,7,5,24,1,2.0,1
2019,12,SC,0,1,4,8,44,3569.0,0,0,7,3,52,1,2.0,0
2018,3,SC,1,1,2,3,44,1163.0,0,0,7,7,34,1,2.0,1
2019,9,SC,1,1,2,9,36,3443.0,0,0,2,9,32,0,2.0,1
2019,3,SC,1,1,2,2,44,1400.0,0,0,4,7,22,1,9.0,1
2019,3,SC,1,1,2,2,44,1818.0,0,0,7,7,31,1,2.0,1
2018,8,SC,1,1,2,3,44,1717.0,0,0,8,7,34,1,2.0,1
2019,2,SC,1,1,2,4,30,854.0,0,0,7,6,36,1,2.0,1
2018,7,SC,1,1,2,1,44,2200.0,0,0,7,7,40,1,9.0,1
2019,10,SC,1,1,2,3,44,1501.0,0,0,7,7,24,1,2.0,1
2018,7,SC,1,1,2,5,44,1271.0,0,0,7,7,33,1,2.0,1
2019,3,SC,0,1,4,2,44,1886.0,0,0,5,7,65,1,2.0,0
2018,3,SC,0,1,4,5,44,1476.0,0,0,4,7,25,0,2.0,0
2018,2,SC,0,1,4,1,44,1394.0,0,0,7,1,51,1,9.0,0
2018,1,SC,0,1,4,2,44,1335.0,0,0,4,7,28,1,9.0,0
2018,3,SC,0,1,6,4,44,1185.0,0,0,5,7,28,1,2.0,0
2018,2,SC,0,1,6,5,44,1743.0,0,0,5,7,37,1,2.0,0
2018,1,SC,0,1,6,4,44,1359.0,0,0,8,7,32,0,2.0,0
2019,6,SC,0,1,6,9,40,1771.0,0,0,3,7,40,0,2.0,0
2018,12,SC,0,1,6,4,44,1245.0,0,0,5,7,31,0,9.0,0
2019,9,SC,1,1,25,5,44,1400.0,0,0,9,8,30,1,9.0,1
2018,4,SC,1,1,2,3,44,2336.0,0,0,9,7,43,1,2.0,1
2019,1,SC,1,1,2,5,44,2167.0,0,0,9,7,34,1,9.0,1
2018,7,SC,1,1,2,2,44,1297.0,0,0,5,4,36,0,2.0,1
2019,3,SC,1,1,2,7,44,1487.0,0,0,7,7,28,1,8.0,1
2018,11,SC,0,1,4,4,44,1937.0,0,0,7,4,52,1,2.0,0
2019,4,SC,0,1,4,1,44,1232.0,0,0,5,3,50,0,2.0,0
2018,12,SC,1,1,2,5,44,1267.0,0,0,7,7,19,0,2.0,1
2018,2,SC,1,1,2,1,44,1670.0,0,0,7,5,32,1,2.0,1
2018,12,SC,1,1,2,9,44,1168.0,0,0,8,7,24,0,8.0,1
2019,1,SC,1,1,2,5,44,1854.0,0,0,4,8,22,0,2.0,1
2019,8,SC,1,1,2,1,44,1719.0,0,0,7,5,41,1,9.0,1
2019,7,SC,1,1,2,6,44,998.0,0,0,7,5,25,1,8.0,1
2018,11,SC,1,1,2,9,44,1168.0,0,0,8,6,24,0,4.0,1
2018,4,SC,1,1,2,5,44,1452.0,0,0,4,7,20,0,9.0,1
2018,1,SC,1,1,2,1,44,1235.0,0,0,4,8,20,0,2.0,1
2018,4,SC,1,1,2,5,44,1452.0,0,0,4,7,20,0,9.0,1
2019,8,SC,0,1,4,2,36,1731.0,0,0,5,7,59,0,2.0,0
2019,6,SC,0,1,4,7,44,1470.0,0,0,5,6,41,0,2.0,0
2018,11,SC,0,1,4,6,44,1513.0,0,0,5,5,18,1,2.0,0
2019,5,SC,0,1,6,5,44,1593.0,0,0,5,7,18,1,2.0,0
2018,1,SC,0,1,6,5,40,7398.0,0,0,4,9,49,0,2.0,0
2019,2,SC,0,1,6,5,44,1438.0,0,0,6,5,24,1,9.0,0
2019,8,SC,0,1,6,3,30,993.0,0,1,4,8,30,0,9.0,0
2018,12,SC,0,3,11,6,44,1148.0,0,0,6,7,40,0,8.0,0
2018,12,SC,0,3,11,6,44,1148.0,0,0,6,7,40,0,8.0,0
2018,5,SC,0,1,4,3,44,1293.0,0,0,7,7,30,1,2.0,0
2019,8,SC,0,1,6,4,36,1073.0,0,0,7,6,18,0,2.0,0
2018,11,SC,0,1,6,1,44,1152.0,0,0,7,7,25,0,2.0,0
2018,5,SC,1,1,2,3,24,657.0,0,0,5,7,20,0,2.0,1
2019,4,SC,0,1,6,6,20,541.0,1,0,3,4,14,1,2.0,0
2019,10,SC,1,1,1,9,44,1343.0,0,0,8,5,18,0,1.0,1
2019,3,SC,1,1,2,1,44,1400.0,0,0,5,7,31,0,9.0,1
2019,11,SC,1,1,2,5,44,1530.0,0,0,4,7,22,0,2.0,1
2019,6,SC,0,1,4,9,44,1392.0,0,0,8,1,29,0,4.0,0
2019,11,SC,0,1,4,7,44,2182.0,0,0,7,7,36,1,8.0,0
2018,9,SC,0,1,4,1,44,1275.0,0,0,4,7,31,0,9.0,0
2018,3,SC,0,1,4,7,44,1155.0,0,0,2,9,30,1,2.0,0
2018,12,SC,0,1,4,5,44,1629.0,0,0,7,3,53,1,2.0,0
2019,9,SC,0,1,6,7,44,2182.0,0,0,7,7,27,1,2.0,0
2019,9,SC,0,1,6,7,44,2182.0,0,0,7,7,34,1,8.0,0
2019,1,SC,0,1,6,2,44,1388.0,0,0,5,7,24,0,2.0,0
2019,9,SC,0,3,6,2,44,1624.0,0,0,6,6,22,1,2.0,0
2019,9,RS,0,1,4,2,44,1294.0,0,0,3,6,20,1,2.0,0
2019,7,RS,1,3,2,2,44,1764.0,0,0,6,6,48,1,2.0,1
2019,1,RS,0,1,6,4,44,1414.0,0,0,4,8,24,1,8.0,0
2018,4,RS,1,1,2,4,44,1310.0,0,0,8,7,37,1,2.0,1
2019,11,RS,1,1,2,1,44,1291.0,0,0,4,7,26,0,2.0,1
2018,3,RS,1,1,2,1,44,1220.0,0,0,5,2,35,1,2.0,1
2019,3,RS,1,1,2,4,44,1568.0,0,0,7,5,32,1,2.0,1
2018,10,RS,1,1,2,1,44,1220.0,0,0,4,7,30,1,9.0,1
2018,9,RS,1,1,2,1,44,1568.0,0,0,7,4,25,1,2.0,1
2019,2,RS,1,1,2,1,44,1239.0,0,0,5,7,33,0,2.0,1
2019,10,RS,0,1,4,4,44,1315.0,0,0,5,7,42,1,4.0,0
2019,5,RS,0,1,4,1,44,1285.0,0,0,5,7,24,1,8.0,0
2019,10,RS,0,1,4,7,44,1376.0,0,0,5,5,46,1,4.0,0
2018,6,RS,0,1,6,5,44,8433.0,0,0,2,9,29,1,9.0,0
2019,3,RS,0,1,11,1,44,1227.0,0,0,7,7,26,0,2.0,0
2018,6,RS,1,1,2,1,35,973.0,0,0,8,7,29,0,9.0,1
2019,5,RS,1,1,2,3,44,1300.0,0,0,7,5,43,0,2.0,1
2018,5,RS,1,1,2,7,44,1234.0,0,0,7,8,23,1,2.0,1
2018,11,RS,0,1,6,5,44,1254.0,0,0,7,1,58,1,2.0,0
2019,9,RS,0,1,6,1,44,1920.0,0,0,7,3,41,1,2.0,0
2018,12,RS,1,1,2,1,44,1545.0,0,0,7,6,35,1,8.0,1
2019,7,RS,1,1,2,1,44,1330.0,0,0,5,7,36,0,2.0,1
2018,8,RS,1,1,2,1,44,954.0,0,0,7,7,27,1,2.0,1
2018,1,RS,1,1,2,1,44,1264.0,0,0,7,2,25,1,2.0,1
2018,7,RS,1,3,2,1,44,1215.0,0,0,6,7,42,1,6.0,1
2019,8,RS,0,1,4,1,44,1088.0,0,0,7,3,68,1,4.0,0
2018,1,RS,0,3,4,1,44,1217.0,0,0,6,4,66,0,2.0,0
2018,10,RS,0,1,6,6,44,7318.0,0,0,1,9,27,1,2.0,0
2019,10,RS,0,1,6,2,44,1275.0,0,0,5,7,37,1,2.0,0
2019,11,RS,0,1,11,5,44,1500.0,0,0,5,7,33,1,9.0,0
2018,10,RS,0,1,11,1,44,1228.0,0,0,5,8,24,0,2.0,0
2018,12,RS,1,1,25,4,30,1240.0,0,0,4,7,35,0,8.0,1
2018,10,RS,0,1,4,2,40,1941.0,0,0,3,7,33,1,2.0,0
2019,7,RS,0,1,6,1,44,1615.0,0,0,7,7,23,1,4.0,0
2018,9,RS,0,1,4,3,44,1251.0,0,0,5,5,23,0,8.0,0
2019,5,RS,0,1,11,5,44,1213.0,0,0,7,5,18,0,2.0,0
2019,12,RS,1,1,2,3,44,1294.0,0,0,5,7,22,1,2.0,1
2019,3,RS,1,1,1,1,44,1205.0,0,0,7,5,26,1,2.0,1
2019,6,RS,1,1,2,3,44,1122.0,0,0,5,6,21,0,2.0,1
2019,4,RS,1,1,2,4,44,1660.0,0,0,5,9,37,0,8.0,1
2018,9,RS,1,1,2,7,44,2200.0,0,0,3,8,23,0,2.0,1
2019,5,RS,1,1,2,3,44,1545.0,0,0,7,7,24,1,2.0,1
2018,1,RS,1,1,2,5,44,1300.0,0,0,7,4,30,1,2.0,1
2018,3,RS,1,1,2,3,20,2273.0,0,0,2,9,32,0,9.0,1
2019,8,RS,0,1,4,5,44,1584.0,0,0,7,5,28,1,8.0,0
2019,3,RS,0,1,4,4,44,1285.0,0,0,7,7,28,1,2.0,0
2018,2,RS,0,1,4,2,44,1200.0,0,0,5,8,23,0,2.0,0
2019,4,RS,0,1,4,3,44,1709.0,0,0,5,4,51,0,2.0,0
2018,10,RS,0,1,4,1,42,1473.0,0,0,4,8,22,0,2.0,0
2018,3,RS,0,1,4,9,44,1965.0,0,0,3,7,32,1,2.0,0
2019,2,RS,0,1,6,3,44,1349.0,0,0,4,7,23,0,2.0,0
2018,4,RS,0,1,6,1,40,2300.0,0,0,4,7,38,0,2.0,0
2018,10,RS,0,1,6,3,42,1247.0,0,0,4,7,34,1,2.0,0
2018,10,RS,0,1,6,3,44,1038.0,0,0,5,7,50,0,2.0,0
2018,4,RS,0,1,6,1,44,1400.0,0,0,7,7,28,1,2.0,0
2018,7,RS,0,1,11,8,22,625.0,1,0,7,6,17,1,2.0,0
2019,6,RS,0,1,11,3,44,1701.0,0,0,7,4,46,1,2.0,0
2018,3,RS,1,1,1,5,44,1215.0,0,0,8,4,23,0,2.0,1
2018,1,RS,1,1,2,6,44,1185.0,0,0,6,4,19,1,2.0,1
2018,4,RS,0,1,4,5,44,3699.0,0,0,2,9,39,0,2.0,0
2018,3,RS,0,1,11,6,44,1196.0,0,0,6,4,56,0,8.0,0
2019,6,RS,0,1,11,6,44,1227.0,0,0,6,4,41,1,8.0,0
2019,11,RS,1,3,25,2,44,1276.0,0,0,6,4,59,1,9.0,1
2018,8,RS,1,1,2,1,44,1392.0,0,0,7,7,43,1,9.0,1
2019,2,RS,1,1,2,6,44,1569.0,0,0,7,7,41,1,9.0,1
2018,5,RS,0,1,6,1,44,1648.0,0,0,4,7,26,1,9.0,0
2019,4,RS,1,1,2,7,44,1254.0,0,0,7,4,52,1,2.0,1
2019,5,RS,1,1,2,5,44,1310.0,0,0,7,4,49,0,2.0,1
2019,6,RS,1,1,2,5,44,2204.0,0,0,7,7,35,1,9.0,1
2018,1,RS,1,3,2,1,44,1210.0,0,0,6,4,45,1,9.0,1
2019,6,RS,0,1,4,5,44,1678.0,0,0,8,4,68,1,2.0,0
2018,11,RS,0,1,6,6,22,638.0,0,0,4,9,33,0,2.0,0
2018,1,RS,1,1,2,4,44,1254.0,0,0,5,7,24,0,9.0,1
2018,4,RS,1,3,2,1,44,1494.0,0,0,7,5,24,1,2.0,1
2019,4,RS,1,1,2,3,44,1556.0,0,0,5,7,44,1,4.0,1
2019,3,RS,1,1,2,6,44,1500.0,0,0,4,8,22,1,2.0,1
2019,6,RS,0,1,11,5,44,1536.0,0,0,6,5,23,0,4.0,0
2019,6,RS,0,1,11,5,44,1230.0,0,0,6,4,50,1,2.0,0
2019,6,RS,0,1,11,5,44,1501.0,0,0,6,5,69,1,4.0,0
2018,8,RS,1,1,2,5,44,1270.0,0,0,7,7,27,1,9.0,1
2018,2,RS,1,1,2,9,44,1036.0,0,0,5,3,39,0,2.0,1
2018,3,RS,1,1,2,3,44,1351.0,0,0,5,7,33,0,2.0,1
2018,11,RS,1,1,2,7,44,1304.0,0,0,3,6,58,1,2.0,1
2019,11,RS,1,1,2,7,44,1280.0,0,0,5,7,34,1,2.0,1
2018,5,RS,1,1,2,1,36,1516.0,0,0,3,7,19,0,2.0,1
2018,7,RS,1,1,2,9,40,942.0,0,0,5,6,23,0,8.0,1
2018,2,RS,1,1,2,3,44,1220.0,0,0,4,6,38,0,9.0,1
2018,5,RS,0,1,4,4,44,2000.0,0,0,8,8,36,1,2.0,0
2018,7,RS,0,1,4,3,44,1350.0,0,0,7,6,51,0,2.0,0
2018,3,RS,0,1,4,1,44,2312.0,0,0,5,7,56,1,9.0,0
2018,6,RS,0,1,4,2,44,1648.0,0,0,7,4,25,1,2.0,0
2018,1,RS,0,1,4,1,44,1500.0,0,0,7,7,28,1,2.0,0
2018,12,RS,0,1,4,4,44,1476.0,0,0,5,5,61,1,8.0,0
2019,3,RS,0,1,4,2,44,1211.0,0,0,5,8,25,0,2.0,0
2019,2,RS,0,1,4,1,44,2000.0,0,0,1,8,35,1,9.0,0
2019,5,RS,0,1,4,6,44,1922.0,0,0,7,7,45,1,2.0,0
2018,12,RS,0,1,6,9,40,1411.0,0,0,7,7,56,1,2.0,0
2018,8,RS,0,1,6,1,30,1522.0,0,0,2,9,30,0,2.0,0
2018,12,RS,0,1,11,1,44,1568.0,0,0,7,5,47,1,9.0,0
2019,9,RS,0,1,11,5,42,1596.0,0,0,7,7,37,1,2.0,0
2018,2,RS,0,1,4,4,44,1382.0,0,0,4,7,23,0,2.0,0
2018,6,RS,0,1,4,4,44,2522.0,0,0,7,3,45,1,2.0,0
2019,5,RS,0,1,4,2,44,1148.0,0,0,6,7,45,1,9.0,0
2019,5,RS,0,1,6,3,44,1148.0,0,0,6,7,20,1,8.0,0
2019,1,RS,1,1,25,1,44,1227.0,0,0,6,4,26,1,8.0,1
2019,11,RS,0,1,4,4,44,1368.0,0,0,7,7,22,0,2.0,0
2019,5,RS,1,1,1,6,20,618.0,1,0,4,6,15,1,2.0,1
2019,1,RS,1,1,1,5,44,1291.0,0,0,7,7,20,1,2.0,1
2018,2,RS,1,1,2,6,44,1282.0,0,0,8,6,18,0,2.0,1
2019,2,RS,1,1,2,1,44,1305.0,0,0,5,6,51,1,2.0,1
2018,6,RS,0,1,4,4,44,1278.0,0,0,3,7,23,1,2.0,0
2019,1,RS,0,1,6,2,44,1946.0,0,0,3,7,24,1,2.0,0
2018,3,RS,0,1,6,4,44,1353.0,0,0,7,7,44,0,2.0,0
2018,11,RS,1,1,25,8,44,1182.0,0,0,7,7,29,1,2.0,1
2019,7,RS,1,1,2,1,44,998.0,0,0,5,8,21,1,2.0,1
2019,9,RS,1,1,2,9,44,1128.0,0,0,4,7,30,1,2.0,1
2019,10,RS,1,1,2,5,44,1282.0,0,0,7,7,32,0,4.0,1
2019,6,RS,1,1,2,2,44,1966.0,0,0,7,7,50,1,2.0,1
2018,12,RS,0,1,4,1,44,1522.0,0,0,7,7,37,1,2.0,0
2019,8,RS,1,1,2,1,44,1345.0,0,0,5,2,36,1,2.0,1
2018,2,RS,1,1,2,3,44,1293.0,0,0,7,9,24,1,2.0,1
2018,3,RS,1,1,2,3,44,1242.0,0,0,5,6,19,0,2.0,1
2018,5,RS,1,1,2,1,44,1229.0,0,0,5,6,18,0,2.0,1
2019,5,RS,1,1,2,3,44,1700.0,0,0,1,7,34,0,2.0,1
2018,1,RS,0,1,4,4,44,1500.0,0,0,3,5,57,1,2.0,0
2019,10,RS,0,1,4,3,44,1298.0,0,0,5,4,45,0,2.0,0
2019,6,RS,0,1,4,3,44,1806.0,0,0,7,8,41,1,8.0,0
2019,10,RS,0,1,4,1,44,1428.0,0,0,5,3,57,0,2.0,0
2019,9,RS,0,1,11,6,20,594.0,1,0,4,6,17,0,2.0,0
2018,3,RS,0,1,11,4,44,1177.0,0,0,6,5,47,0,2.0,0
2018,5,RS,1,1,2,4,44,1191.0,0,0,7,4,30,1,2.0,1
2019,6,RS,1,1,2,1,44,1285.0,0,0,4,7,27,0,9.0,1
2018,2,RS,1,1,2,1,44,1100.0,0,0,7,5,43,1,2.0,1
2018,6,RS,1,1,2,1,44,1104.0,0,0,4,9,24,0,9.0,1
2018,3,RS,1,1,2,7,44,2200.0,0,0,4,7,29,0,9.0,1
2018,1,RS,1,1,2,4,44,1056.0,0,0,5,7,21,1,2.0,1
2019,12,RS,1,1,2,4,44,1305.0,0,0,5,7,22,1,8.0,1
2018,4,RS,1,1,2,8,44,3044.0,0,0,3,7,27,1,2.0,1
2018,10,RS,1,1,2,1,44,2387.0,0,0,3,7,33,0,8.0,1
2018,5,RS,1,1,2,3,44,2800.0,0,0,7,7,44,1,2.0,1
2019,7,RS,1,1,2,1,44,2000.0,0,0,1,7,29,1,2.0,1
2018,5,RS,1,1,2,8,44,1544.0,0,0,7,7,46,1,2.0,1
2018,10,RS,1,1,2,1,44,1230.0,0,0,5,7,40,1,2.0,1
2018,3,RS,1,1,2,3,44,2270.0,0,0,2,9,39,1,9.0,1
2019,4,RS,1,1,2,9,44,2498.0,0,0,4,6,22,1,9.0,1
2018,7,RS,1,1,2,2,44,1177.0,0,0,4,7,19,0,9.0,1
2018,11,RS,1,1,2,1,44,1455.0,0,0,5,4,20,0,2.0,1
2018,11,RS,1,1,2,4,44,3215.0,0,0,2,9,31,1,2.0,1
2019,8,RS,1,1,2,3,44,1305.0,0,0,5,7,53,1,9.0,1
2018,1,RS,1,1,2,1,44,1190.0,0,0,7,7,18,1,9.0,1
2019,2,RS,1,1,2,3,44,1156.0,0,0,7,4,24,1,2.0,1
2018,8,RS,0,1,4,8,44,5000.0,0,0,9,7,44,1,2.0,0
2019,2,RS,0,1,4,4,36,1133.0,0,0,5,2,49,0,2.0,0
2018,2,RS,0,1,4,4,44,1689.0,0,0,4,7,27,0,2.0,0
2019,6,RS,0,1,4,5,44,1305.0,0,0,5,7,29,1,2.0,0
2018,8,RS,0,1,4,5,36,954.0,0,0,3,7,32,1,2.0,0
2018,8,RS,0,1,4,4,44,2100.0,0,0,1,7,31,1,2.0,0
2019,8,RS,0,1,4,2,44,1277.0,0,0,7,5,41,1,2.0,0
2019,11,RS,0,1,4,2,44,1000.0,0,0,7,7,42,1,9.0,0
2018,6,RS,0,1,4,2,44,1111.0,0,0,4,8,42,0,2.0,0
2018,8,RS,0,1,4,6,44,1419.0,0,0,4,7,30,0,2.0,0
2018,10,RS,0,1,4,2,44,3240.0,0,0,7,7,41,1,2.0,0
2018,6,RS,0,1,4,5,44,1800.0,0,0,1,7,35,0,2.0,0
2019,7,RS,0,1,4,1,44,1666.0,0,0,1,7,38,0,2.0,0
2019,9,RS,0,1,4,5,44,1265.0,0,0,4,4,67,1,2.0,0
2018,8,RS,0,1,4,8,44,2761.0,0,0,7,7,30,1,2.0,0
2019,1,RS,0,1,4,2,44,2408.0,0,0,5,7,37,0,2.0,0
2018,3,RS,0,1,4,1,44,1386.0,0,0,4,8,21,1,2.0,0
2019,7,RS,0,1,4,7,44,2862.0,0,0,5,5,38,1,2.0,0
2019,9,RS,0,1,4,1,44,1285.0,0,0,5,7,39,0,2.0,0
2019,7,RS,0,1,6,6,44,1541.0,0,0,7,5,31,1,2.0,0
2019,8,RS,0,1,6,3,44,961.0,0,0,3,7,33,0,9.0,0
2019,12,RS,0,1,6,1,44,1568.0,0,0,7,4,47,1,9.0,0
2018,6,RS,0,1,6,4,20,524.0,1,0,5,6,16,1,2.0,0
2018,3,RS,0,1,6,1,44,1137.0,0,0,7,6,20,1,9.0,0
2018,4,RS,0,1,6,6,36,3666.0,0,0,2,9,28,0,2.0,0
2019,3,RS,0,1,11,4,22,651.0,1,0,4,6,20,0,9.0,0
2018,1,RS,0,1,11,4,44,1413.0,0,0,4,7,36,1,9.0,0
2018,1,RS,0,1,11,2,36,984.0,0,0,5,6,21,1,2.0,0
2019,11,RS,1,1,25,8,40,4608.0,0,0,2,9,39,0,2.0,1
2018,1,RS,0,1,43,2,44,1320.0,0,0,5,7,28,0,2.0,0
2018,9,RS,1,1,2,3,44,1230.0,0,0,5,7,43,0,2.0,1
2018,10,RS,1,1,2,5,44,1002.0,0,0,7,6,29,1,2.0,1
2018,12,RS,1,1,2,1,44,1269.0,0,0,5,4,35,0,2.0,1
2019,3,RS,1,1,2,1,44,1474.0,0,0,7,6,28,1,2.0,1
2019,2,RS,0,1,4,1,44,937.0,0,0,4,7,22,0,9.0,0
2018,2,RS,0,1,11,4,44,1063.0,0,0,7,6,21,1,2.0,0
2019,3,RS,0,1,43,1,36,1272.0,0,0,5,7,25,1,9.0,0
2018,12,RS,0,1,11,1,44,1031.0,0,0,7,7,24,1,9.0,0
2018,3,RS,0,3,11,3,44,1500.0,0,0,5,5,32,1,2.0,0
2019,4,RS,0,3,4,3,44,1841.0,0,0,6,5,39,1,2.0,0
2018,8,RS,1,1,2,1,44,1196.0,0,0,7,5,41,1,2.0,1
2019,9,RS,1,1,1,4,44,1693.0,0,0,8,7,43,1,2.0,1
2018,2,RS,1,1,2,1,44,1351.0,0,0,4,9,25,0,2.0,1
2019,12,RS,1,1,2,4,44,1300.0,0,0,7,9,22,1,2.0,1
2018,6,RS,1,1,2,4,44,1255.0,0,0,4,7,21,1,2.0,1
2019,5,RS,0,1,4,4,44,2073.0,0,0,4,7,25,1,2.0,0
2019,10,RS,0,1,6,3,44,1319.0,0,0,3,7,36,0,2.0,0
2019,11,RS,0,1,6,1,24,694.0,0,0,5,7,43,0,2.0,0
2019,2,RS,1,1,1,3,20,599.0,1,0,4,6,15,1,2.0,1
2019,5,RS,0,1,4,9,44,2314.0,0,0,7,7,31,0,2.0,0
2019,2,RS,0,1,6,8,20,665.0,1,0,9,6,17,0,8.0,0
2018,1,RS,1,1,2,4,44,1796.0,0,0,7,4,34,1,2.0,1
2019,8,RS,1,1,2,4,35,1256.0,0,0,7,7,37,1,2.0,1
2019,3,RS,1,1,2,1,44,1261.0,0,0,4,5,47,1,2.0,1
2019,9,RS,0,1,4,2,44,2079.0,0,0,7,5,38,1,2.0,0
2019,8,RS,1,1,1,2,44,1100.0,0,0,4,8,22,1,2.0,1
2018,5,RS,1,1,1,1,27,779.0,0,0,3,7,18,1,2.0,1
2019,8,RS,1,1,2,9,44,1272.0,0,0,7,7,25,0,8.0,1
2019,9,RS,1,1,2,7,36,1227.0,0,0,5,4,31,0,8.0,1
2018,3,RS,1,1,2,2,44,2017.0,0,0,1,9,47,0,2.0,1
2019,10,RS,1,1,2,4,44,5143.0,0,0,2,9,41,0,2.0,1
2019,10,RS,1,1,2,5,44,1225.0,0,0,7,6,19,1,2.0,1
2019,4,RS,1,1,2,5,44,1196.0,0,0,6,4,38,1,8.0,1
2019,4,RS,1,1,2,3,36,1197.0,0,0,5,8,32,0,2.0,1
2019,7,RS,1,3,2,3,44,1237.0,0,0,6,6,22,1,2.0,1
2019,3,RS,1,1,2,3,44,1320.0,0,0,4,8,36,0,2.0,1
2019,8,RS,1,1,2,3,44,916.0,0,0,5,7,28,1,2.0,1
2018,10,RS,1,1,2,7,44,1700.0,0,0,4,7,48,0,2.0,1
2018,11,RS,1,1,2,1,44,1432.0,0,0,3,9,33,0,2.0,1
